# death rates - taken from Australian life tables, 2008-2010 (ABS) 
# columns:           
# 0=age           
# 1=death rate (proportion of individuals dying between age x and age x+1
0 0.00425
1 0.000355
2 0.00019
3 0.000145
4 0.000115
5 0.000105
6 0.000095
7 0.00009
8 0.000085
9 0.00008
10 0.00008
11 0.00009
12 0.00009
13 0.00011
14 0.00015
15 0.00021
16 0.000285
17 0.00035
18 0.0004
19 0.00043
20 0.00044
21 0.00044
22 0.00044
23 0.00045
24 0.00047
25 0.000485
26 0.00051
27 0.000525
28 0.00054
29 0.000565
30 0.00059
31 0.00062
32 0.00065
33 0.000685
34 0.00072
35 0.00076
36 0.000805
37 0.000855
38 0.000915
39 0.00098
40 0.00106
41 0.001145
42 0.00124
43 0.00135
44 0.001475
45 0.001605
46 0.00176
47 0.001925
48 0.0021
49 0.002295
50 0.002495
51 0.002715
52 0.002945
53 0.00319
54 0.003445
55 0.003715
56 0.004005
57 0.00432
58 0.00467
59 0.00507
60 0.005525
61 0.006035
62 0.006605
63 0.00725
64 0.00798
65 0.008795
66 0.00971
67 0.010735
68 0.011875
69 0.013145
70 0.014585
71 0.0163
72 0.018115
73 0.02005
74 0.022225
75 0.02473
76 0.027655
77 0.03106
78 0.035
79 0.039545
80 0.04475
81 0.050675
82 0.05737
83 0.064885
84 0.07328
85 0.08262
86 0.09285
87 0.10356
88 0.11523
89 0.12855
90 0.14417
91 0.16235
92 0.17966
93 0.199045
94 0.21774
95 0.234585
96 0.2485
97 0.261205
98 0.27317
99 0.28493
100 0.298535
