# age distribution - data taken from 2022 Australian census
# columns:
#   0=proportion 
#   1=age
0.011632 0
0.011483 1
0.011718 2
0.011817 3
0.012099 4
0.012492 5
0.012428 6
0.012583 7
0.012718 8
0.012706 9
0.012638 10
0.012776 11
0.012653 12
0.012644 13
0.012499 14
0.012003 15
0.011577 16
0.011361 17
0.011249 18
0.011399 19
0.012033 20
0.012467 21
0.012575 22
0.012827 23
0.013282 24
0.01368 25
0.014127 26
0.014225 27
0.014364 28
0.01452 29
0.01487 30
0.014945 31
0.014773 32
0.014683 33
0.014671 34
0.01477 35
0.014709 36
0.014575 37
0.01455 38
0.014086 39
0.013723 40
0.013061 41
0.012789 42
0.012455 43
0.012381 44
0.012409 45
0.012535 46
0.012745 47
0.013039 48
0.013509 49
0.013631 50
0.012732 51
0.012554 52
0.012044 53
0.011789 54
0.011749 55
0.011882 56
0.0122 57
0.012332 58
0.012215 59
0.012092 60
0.011643 61
0.011402 62
0.011111 63
0.010806 64
0.010552 65
0.010212 66
0.009893 67
0.009754 68
0.009441 69
0.009292 70
0.009079 71
0.008749 72
0.008703 73
0.008826 74
0.007261 75
0.006821 76
0.006341 77
0.005607 78
0.005399 79
0.004895 80
0.004608 81
0.004269 82
0.003899 83
0.003564 84
0.002517 85
0.002517 86
0.002517 87
0.002517 88
0.002517 89
0.001253 90
0.001253 91
0.001253 92
0.001253 93
0.001253 94
0.001253 95
0.000348 96
0.000348 97
0.000348 98
0.000348 99
0.000206 100
