# death rates - taken from Australian life tables, 2002-2004 (ABS) 
# columns:           
# 0=age           
# 1=death rate (proportion of individuals dying between age x and age x+1
0 0.004887
1 0.000418
2 0.000249
3 0.000201
4 0.00016
5 0.000135
6 0.000119
7 0.000107
8 0.000099
9 0.000096
10 0.000097
11 0.000102
12 0.000113
13 0.000133
14 0.000175
15 0.000243
16 0.000332
17 0.000433
18 0.000522
19 0.000572
20 0.000591
21 0.000597
22 0.000595
23 0.000597
24 0.000608
25 0.000629
26 0.000653
27 0.000675
28 0.000695
29 0.000714
30 0.000734
31 0.000757
32 0.000782
33 0.000809
34 0.000839
35 0.000873
36 0.000913
37 0.000961
38 0.001017
39 0.001082
40 0.001158
41 0.001247
42 0.001349
43 0.001466
44 0.0016
45 0.001746
46 0.00189
47 0.002033
48 0.002179
49 0.002333
50 0.0025
51 0.002688
52 0.002905
53 0.003159
54 0.003458
55 0.003812
56 0.004225
57 0.004694
58 0.005211
59 0.005768
60 0.00637
61 0.007024
62 0.007738
63 0.00852
64 0.009376
65 0.010317
66 0.011364
67 0.012539
68 0.013866
69 0.015368
70 0.017066
71 0.018985
72 0.021147
73 0.023585
74 0.026333
75 0.029424
76 0.03289
77 0.036764
78 0.041074
79 0.045858
80 0.051195
81 0.057228
82 0.064109
83 0.071979
84 0.080947
85 0.090989
86 0.102052
87 0.114081
88 0.127018
89 0.140781
90 0.155168
91 0.169888
92 0.184385
93 0.198804
94 0.212638
95 0.225686
96 0.238303
97 0.25105
98 0.264121
99 0.277245
100 0.2904
